Type;Cause;value;Timestamp
AvatarTalking;Avatar_Speech;True;2021-12-07 14:48:37.757828
AvatarTalking;Avatar_Speech;True;2021-12-07 14:48:37.826645
AvatarTalking;Avatar_Speech;True;2021-12-07 14:48:37.927376
AvatarTalking;WelcomingSentence;True;2021-12-07 14:48:38.029105
AvatarTalking;Avatar_Speech;True;2021-12-07 14:48:52.142867
AvatarTalking;Avatar_Speech;True;2021-12-07 14:48:52.238611
AvatarTalking;ImageValidation;True;2021-12-07 14:48:52.338861
AvatarTalking;ImageSelection;True;2021-12-07 14:48:52.339859
AvatarTalking;Avatar_Speech;True;2021-12-07 14:48:52.339859
AvatarTalking;Avatar_Speech;True;2021-12-07 14:49:02.321484
AvatarTalking;Avatar_Speech;True;2021-12-07 14:49:02.416269
AvatarTalking;Commenting Photos;True;2021-12-07 14:49:02.517730
AvatarTalking;Avatar_Speech;True;2021-12-07 14:49:07.559849
9
AvatarTalking;StartingSentence;Other-word;2021-12-07 14:49:47.250141
AvatarTalking;Avatar_Speech;True;2021-12-07 14:49:47.257123
AvatarTalking;StartingSentence;Other-word;2021-12-07 14:50:29.768406
AvatarTalking;Avatar_Speech;True;2021-12-07 14:50:29.775387
AvatarTalking;Avatar_Speech;True;2021-12-07 14:50:58.598662
AvatarTalking;Avatar_Speech;True;2021-12-07 14:50:59.094041
AvatarTalking;Avatar_Speech;True;2021-12-07 14:51:14.730877
