Type;Cause;value;Timestamp
AvatarTalking;Avatar_Speech;True;2021-12-17 12:31:45.415696
AvatarTalking;Avatar_Speech;True;2021-12-17 12:31:45.496509
AvatarTalking;Avatar_Speech;True;2021-12-17 12:31:45.605223
AvatarTalking;WelcomingSentence;True;2021-12-17 12:31:45.716057
AvatarTalking;Avatar_Speech;True;2021-12-17 12:32:00.858819
AvatarTalking;Avatar_Speech;True;2021-12-17 12:32:00.960548
AvatarTalking;ImageValidation;True;2021-12-17 12:32:01.070254
AvatarTalking;ImageSelection;True;2021-12-17 12:32:01.071254
AvatarTalking;Avatar_Speech;True;2021-12-17 12:32:01.071254
AvatarTalking;Avatar_Speech;True;2021-12-17 12:32:12.553060
AvatarTalking;Avatar_Speech;True;2021-12-17 12:32:12.658779
AvatarTalking;Commenting Photos;True;2021-12-17 12:32:12.770514
AvatarTalking;StartingSentence;True;2021-12-17 12:32:17.819169
AvatarTalking;Avatar_Speech;True;2021-12-17 12:32:17.819169
AvatarTalking;Avatar_Speech;True;2021-12-17 12:32:30.409046
AvatarTalking;Avatar_Speech;True;2021-12-17 12:32:30.910321
AvatarTalking;Dialog;Persons-q2;2021-12-17 12:32:51.609252
AvatarTalking;Avatar_Speech;True;2021-12-17 12:32:52.626501
AvatarTalking;Dialog;Persons-q3;2021-12-17 12:33:10.263101
AvatarTalking;Avatar_Speech;True;2021-12-17 12:33:10.268359
