Type;Cause;value;Timestamp
AvatarTalking;Avatar_Speech;True;2021-12-07 14:17:10.258700
AvatarTalking;Avatar_Speech;True;2021-12-07 14:17:10.333533
AvatarTalking;Avatar_Speech;True;2021-12-07 14:17:10.434270
AvatarTalking;WelcomingSentence;True;2021-12-07 14:17:10.536030
AvatarTalking;Avatar_Speech;True;2021-12-07 14:17:24.645830
AvatarTalking;Avatar_Speech;True;2021-12-07 14:17:24.741574
AvatarTalking;ImageValidation;True;2021-12-07 14:17:24.842381
AvatarTalking;ImageSelection;True;2021-12-07 14:17:24.843350
AvatarTalking;Avatar_Speech;True;2021-12-07 14:17:24.843350
AvatarTalking;Avatar_Speech;True;2021-12-07 14:17:34.826302
AvatarTalking;Avatar_Speech;True;2021-12-07 14:17:34.921049
AvatarTalking;Commenting Photos;True;2021-12-07 14:17:35.021778
AvatarTalking;StartingSentence;True;2021-12-07 14:17:40.057315
AvatarTalking;Avatar_Speech;True;2021-12-07 14:17:40.057315
AvatarTalking;Avatar_Speech;True;2021-12-07 14:17:54.031243
AvatarTalking;Avatar_Speech;True;2021-12-07 14:17:54.527914
AvatarTalking;Dialog;Persons-q2;2021-12-07 14:18:09.108499
AvatarTalking;Avatar_Speech;True;2021-12-07 14:18:10.115309
AvatarTalking;Dialog;Persons-q3;2021-12-07 14:18:22.674019
AvatarTalking;Avatar_Speech;True;2021-12-07 14:18:22.679005
AvatarTalking;Dialog;Persons-q4;2021-12-07 14:18:33.730406
AvatarTalking;Avatar_Speech;True;2021-12-07 14:18:33.736390
AvatarTalking;Dialog;When-q1;2021-12-07 14:18:46.802477
AvatarTalking;Avatar_Speech;True;2021-12-07 14:18:46.808471
AvatarTalking;Dialog;When-q2;2021-12-07 14:18:56.350370
AvatarTalking;Avatar_Speech;True;2021-12-07 14:18:56.356354
AvatarTalking;Dialog;Where-q1n;2021-12-07 14:19:06.883830
AvatarTalking;Avatar_Speech;True;2021-12-07 14:19:06.889813
AvatarTalking;Dialog;Where-q2;2021-12-07 14:19:21.455433
AvatarTalking;Avatar_Speech;True;2021-12-07 14:19:21.461382
AvatarTalking;Dialog;Where-q3;2021-12-07 14:19:34.008062
AvatarTalking;Avatar_Speech;True;2021-12-07 14:19:34.013697
AvatarTalking;Avatar_Speech;True;2021-12-07 14:19:46.067965
AvatarTalking;Avatar_Speech;True;2021-12-07 14:19:58.130336
AvatarTalking;Avatar_Speech;True;2021-12-07 14:20:03.630516
AvatarTalking;Avatar_Speech;True;2021-12-07 14:20:04.625715
