Sound_Tag;Objects_Recognized;Timestamp
None;{'person': 2, 'cat': 0, 'dog': 0, 'bird': 0, 'wine glass': 0, 'cup': 0, 'car': 0, 'bus': 0, 'book': 0, 'fork': 0, 'spoon': 0, 'knife': 0, 'traffic light': 0, 'stop sign': 0};2021-12-07 14:24:11.327155
False;None;2021-12-07 14:24:31.675589
False;None;2021-12-07 14:24:33.679908
False;None;2021-12-07 14:24:34.184590
False;None;2021-12-07 14:24:34.690454
False;None;2021-12-07 14:24:35.194109
False;None;2021-12-07 14:24:35.698260
False;None;2021-12-07 14:24:36.202954
False;None;2021-12-07 14:24:36.706148
False;None;2021-12-07 14:24:37.213055
False;None;2021-12-07 14:24:37.719140
False;None;2021-12-07 14:24:38.221795
False;None;2021-12-07 14:24:38.727564
False;None;2021-12-07 14:24:39.233531
True;None;2021-12-07 14:24:39.738714
True;None;2021-12-07 14:24:40.243380
True;None;2021-12-07 14:24:40.749888
False;None;2021-12-07 14:24:41.255358
False;None;2021-12-07 14:24:47.761756
False;None;2021-12-07 14:24:48.267339
False;None;2021-12-07 14:24:48.771890
False;None;2021-12-07 14:24:49.274827
False;None;2021-12-07 14:24:49.779714
False;None;2021-12-07 14:24:50.286355
False;None;2021-12-07 14:24:50.789892
False;None;2021-12-07 14:24:51.294866
False;None;2021-12-07 14:24:51.798026
False;None;2021-12-07 14:24:52.302701
False;None;2021-12-07 14:24:52.807934
False;None;2021-12-07 14:24:53.312555
False;None;2021-12-07 14:24:53.817205
True;None;2021-12-07 14:24:54.321361
True;None;2021-12-07 14:24:54.827069
True;None;2021-12-07 14:24:55.330570
False;None;2021-12-07 14:24:55.833767
False;None;2021-12-07 14:25:01.340680
False;None;2021-12-07 14:25:01.846602
False;None;2021-12-07 14:25:02.350253
False;None;2021-12-07 14:25:02.854903
False;None;2021-12-07 14:25:03.360796
False;None;2021-12-07 14:25:03.866004
False;None;2021-12-07 14:25:04.370462
True;None;2021-12-07 14:25:04.874157
True;None;2021-12-07 14:25:05.378271
False;None;2021-12-07 14:25:05.883410
False;None;2021-12-07 14:25:11.389384
False;None;2021-12-07 14:25:11.894033
False;None;2021-12-07 14:25:12.397043
False;None;2021-12-07 14:25:12.901486
False;None;2021-12-07 14:25:13.406610
False;None;2021-12-07 14:25:13.910262
False;None;2021-12-07 14:25:14.415581
False;None;2021-12-07 14:25:14.920230
False;None;2021-12-07 14:25:15.424294
False;None;2021-12-07 14:25:15.929413
True;None;2021-12-07 14:25:16.434657
True;None;2021-12-07 14:25:16.937664
True;None;2021-12-07 14:25:17.440537
True;None;2021-12-07 14:25:17.945219
False;None;2021-12-07 14:25:18.450198
False;None;2021-12-07 14:25:23.956953
False;None;2021-12-07 14:25:24.462068
False;None;2021-12-07 14:25:24.965064
False;None;2021-12-07 14:25:25.470750
False;None;2021-12-07 14:25:25.971742
False;None;2021-12-07 14:25:26.477391
True;None;2021-12-07 14:25:26.981283
True;None;2021-12-07 14:25:27.486933
True;None;2021-12-07 14:25:27.991149
False;None;2021-12-07 14:25:28.494829
False;None;2021-12-07 14:25:35.002404
False;None;2021-12-07 14:25:35.506635
False;None;2021-12-07 14:25:36.013092
False;None;2021-12-07 14:25:36.519004
True;None;2021-12-07 14:25:37.026447
False;None;2021-12-07 14:25:37.530099
False;None;2021-12-07 14:25:44.037835
False;None;2021-12-07 14:25:44.540116
False;None;2021-12-07 14:25:45.042346
False;None;2021-12-07 14:25:45.547517
False;None;2021-12-07 14:25:46.052112
False;None;2021-12-07 14:25:46.554275
False;None;2021-12-07 14:25:47.058433
False;None;2021-12-07 14:25:47.562598
False;None;2021-12-07 14:25:48.067253
False;None;2021-12-07 14:25:48.571490
False;None;2021-12-07 14:25:49.077394
False;None;2021-12-07 14:25:49.581237
True;None;2021-12-07 14:25:50.085886
True;None;2021-12-07 14:25:50.590535
True;None;2021-12-07 14:25:51.096183
True;None;2021-12-07 14:25:51.600436
True;None;2021-12-07 14:25:52.102597
False;None;2021-12-07 14:25:52.605254
False;None;2021-12-07 14:25:59.613144
False;None;2021-12-07 14:26:00.117422
False;None;2021-12-07 14:26:00.622588
False;None;2021-12-07 14:26:01.127336
True;None;2021-12-07 14:26:01.632201
False;None;2021-12-07 14:26:02.137623
False;None;2021-12-07 14:26:09.143604
False;None;2021-12-07 14:26:09.648715
False;None;2021-12-07 14:26:10.153449
False;None;2021-12-07 14:26:10.658100
False;None;2021-12-07 14:26:11.162917
False;None;2021-12-07 14:26:11.668107
False;None;2021-12-07 14:26:12.172028
False;None;2021-12-07 14:26:12.676342
False;None;2021-12-07 14:26:13.181368
False;None;2021-12-07 14:26:13.686017
True;None;2021-12-07 14:26:14.190201
True;None;2021-12-07 14:26:14.694847
False;None;2021-12-07 14:26:15.198180
False;None;2021-12-07 14:26:20.705494
False;None;2021-12-07 14:26:21.210416
False;None;2021-12-07 14:26:21.716008
False;None;2021-12-07 14:26:22.222393
False;None;2021-12-07 14:26:22.726737
False;None;2021-12-07 14:26:23.230893
False;None;2021-12-07 14:26:23.734547
False;None;2021-12-07 14:26:24.239495
False;None;2021-12-07 14:26:24.748286
False;None;2021-12-07 14:26:25.251350
False;None;2021-12-07 14:26:25.756321
False;None;2021-12-07 14:26:26.263962
False;None;2021-12-07 14:26:26.768637
False;None;2021-12-07 14:26:27.272285
False;None;2021-12-07 14:26:27.777782
False;None;2021-12-07 14:26:28.282808
False;None;2021-12-07 14:26:28.785859
False;None;2021-12-07 14:26:29.291517
True;None;2021-12-07 14:26:29.795742
True;None;2021-12-07 14:26:30.299040
True;None;2021-12-07 14:26:30.804354
False;None;2021-12-07 14:26:31.306895
