Sound_Tag;Objects_Recognized;Timestamp
None;{'fork': 0, 'bus': 0, 'stop sign': 0, 'spoon': 0, 'cup': 0, 'car': 0, 'traffic light': 0, 'dog': 1, 'cat': 0, 'person': 2, 'book': 0, 'wine glass': 0, 'bird': 0, 'knife': 0};2022-03-09 11:21:43.016000
True;None;2022-03-09 11:22:07.631000
False;None;2022-03-09 11:22:15.576000
False;None;2022-03-09 11:22:16.615000
False;None;2022-03-09 11:22:17.134000
False;None;2022-03-09 11:22:17.654000
False;None;2022-03-09 11:22:18.163000
False;None;2022-03-09 11:22:18.677000
False;None;2022-03-09 11:22:19.201000
False;None;2022-03-09 11:22:19.722000
False;None;2022-03-09 11:22:20.242000
False;None;2022-03-09 11:22:20.765000
False;None;2022-03-09 11:22:21.287000
True;None;2022-03-09 11:22:21.808000
True;None;2022-03-09 11:22:22.329000
True;None;2022-03-09 11:22:22.851000
True;None;2022-03-09 11:22:23.381000
True;None;2022-03-09 11:22:23.915000
True;None;2022-03-09 11:22:24.434000
True;None;2022-03-09 11:22:24.958000
True;None;2022-03-09 11:22:25.487000
True;None;2022-03-09 11:22:26.013000
False;None;2022-03-09 11:22:26.546000
True;None;2022-03-09 11:22:29.843000
True;None;2022-03-09 11:22:30.371000
True;None;2022-03-09 11:22:30.896000
True;None;2022-03-09 11:22:31.424000
False;None;2022-03-09 11:22:31.948000
True;None;2022-03-09 11:22:33
True;None;2022-03-09 11:22:33.525000
True;None;2022-03-09 11:22:34.030000
True;None;2022-03-09 11:22:34.563000
True;None;2022-03-09 11:22:35.088000
True;None;2022-03-09 11:22:35.630000
True;None;2022-03-09 11:22:36.163000
True;None;2022-03-09 11:22:36.686000
True;None;2022-03-09 11:22:37.228000
False;None;2022-03-09 11:22:37.759000
True;None;2022-03-09 11:22:42.393000
False;None;2022-03-09 11:22:42.931000
False;None;2022-03-09 11:22:43.972000
False;None;2022-03-09 11:22:44.487000
True;None;2022-03-09 11:22:45.027000
False;None;2022-03-09 11:22:45.554000
True;None;2022-03-09 11:22:49.261000
True;None;2022-03-09 11:22:49.792000
True;None;2022-03-09 11:22:50.326000
True;None;2022-03-09 11:22:50.859000
True;None;2022-03-09 11:22:51.394000
False;None;2022-03-09 11:22:51.911000
False;None;2022-03-09 11:22:52.966000
False;None;2022-03-09 11:22:53.490000
False;None;2022-03-09 11:22:54.024000
False;None;2022-03-09 11:22:54.558000
False;None;2022-03-09 11:22:55.098000
False;None;2022-03-09 11:22:55.621000
False;None;2022-03-09 11:22:56.151000
True;None;2022-03-09 11:22:56.685000
True;None;2022-03-09 11:22:57.201000
True;None;2022-03-09 11:22:57.724000
True;None;2022-03-09 11:22:58.240000
True;None;2022-03-09 11:22:58.760000
True;None;2022-03-09 11:22:59.283000
True;None;2022-03-09 11:22:59.813000
True;None;2022-03-09 11:23:00.351000
True;None;2022-03-09 11:23:00.869000
True;None;2022-03-09 11:23:01.385000
True;None;2022-03-09 11:23:01.921000
False;None;2022-03-09 11:23:02.436000
True;None;2022-03-09 11:23:09.073000
False;None;2022-03-09 11:23:09.582000
False;None;2022-03-09 11:23:10.623000
False;None;2022-03-09 11:23:11.154000
False;None;2022-03-09 11:23:11.681000
True;None;2022-03-09 11:23:12.205000
True;None;2022-03-09 11:23:12.752000
True;None;2022-03-09 11:23:13.259000
True;None;2022-03-09 11:23:13.788000
True;None;2022-03-09 11:23:14.307000
True;None;2022-03-09 11:23:14.831000
True;None;2022-03-09 11:23:15.357000
False;None;2022-03-09 11:23:15.882000
True;None;2022-03-09 11:23:21.819000
True;None;2022-03-09 11:23:22.325000
True;None;2022-03-09 11:23:22.857000
True;None;2022-03-09 11:23:23.385000
True;None;2022-03-09 11:23:23.923000
False;None;2022-03-09 11:23:24.453000
False;None;2022-03-09 11:23:25.510000
False;None;2022-03-09 11:23:26.042000
True;None;2022-03-09 11:23:26.575000
True;None;2022-03-09 11:23:27.113000
True;None;2022-03-09 11:23:27.642000
True;None;2022-03-09 11:23:28.169000
True;None;2022-03-09 11:23:28.693000
True;None;2022-03-09 11:23:29.222000
True;None;2022-03-09 11:23:29.748000
False;None;2022-03-09 11:23:30.277000
True;None;2022-03-09 11:23:34.922000
True;None;2022-03-09 11:23:35.440000
False;None;2022-03-09 11:23:35.979000
False;None;2022-03-09 11:23:37.040000
False;None;2022-03-09 11:23:37.555000
False;None;2022-03-09 11:23:38.117000
False;None;2022-03-09 11:23:38.637000
True;None;2022-03-09 11:23:39.178000
True;None;2022-03-09 11:23:39.697000
True;None;2022-03-09 11:23:40.213000
True;None;2022-03-09 11:23:40.743000
True;None;2022-03-09 11:23:41.255000
True;None;2022-03-09 11:23:41.782000
True;None;2022-03-09 11:23:42.310000
True;None;2022-03-09 11:23:42.832000
True;None;2022-03-09 11:23:43.381000
True;None;2022-03-09 11:23:43.904000
False;None;2022-03-09 11:23:44.433000
True;None;2022-03-09 11:23:47.883000
True;None;2022-03-09 11:23:48.411000
True;None;2022-03-09 11:23:48.955000
True;None;2022-03-09 11:23:49.480000
False;None;2022-03-09 11:23:49.998000
True;None;2022-03-09 11:24:12.608000
True;None;2022-03-09 11:24:13.146000
True;None;2022-03-09 11:24:13.668000
True;None;2022-03-09 11:24:14.203000
False;None;2022-03-09 11:24:14.741000
False;None;2022-03-09 11:24:15.784000
False;None;2022-03-09 11:24:16.327000
