Type;Cause;value;Timestamp
AvatarTalking;Avatar_Speech;True;2021-12-07 13:08:22.132430
AvatarTalking;Avatar_Speech;True;2021-12-07 13:08:22.192266
AvatarTalking;Avatar_Speech;True;2021-12-07 13:08:22.303006
AvatarTalking;WelcomingSentence;True;2021-12-07 13:08:22.413669
AvatarTalking;Avatar_Speech;True;2021-12-07 13:08:36.553284
AvatarTalking;Avatar_Speech;True;2021-12-07 13:08:36.650026
AvatarTalking;ImageValidation;True;2021-12-07 13:08:36.750755
AvatarTalking;ImageSelection;True;2021-12-07 13:08:36.751753
AvatarTalking;Avatar_Speech;True;2021-12-07 13:08:36.751753
AvatarTalking;Avatar_Speech;True;2021-12-07 13:08:46.726510
AvatarTalking;Avatar_Speech;True;2021-12-07 13:08:46.821256
AvatarTalking;Commenting Photos;True;2021-12-07 13:08:46.921987
AvatarTalking;Avatar_Speech;True;2021-12-07 13:08:51.956989
AvatarTalking;StartingSentence;True;2021-12-07 13:08:51.956989
AvatarTalking;StartingSentence;Other-word;2021-12-07 13:08:56.921766
