Type;Cause;value;Timestamp
AvatarTalking;ImageValidation;True;2022-03-10 12:23:32.606000
AvatarTalking;Dialog;Commenting-photos;2022-03-10 12:23:36.328000
AvatarTalking;Dialog;Yes-beginning;2022-03-10 12:24:00.678000
AvatarTalking;Dialog;Persons-recognized;2022-03-10 12:24:02.745000
AvatarTalking;Dialog;Not_User_Voice;2022-03-10 12:24:14.820000
