Type;Cause;value;Timestamp
AvatarTalking;Avatar_Speech;True;2021-12-07 10:00:44.190459
AvatarTalking;Avatar_Speech;True;2021-12-07 10:00:44.221327
AvatarTalking;Avatar_Speech;True;2021-12-07 10:00:44.331774
AvatarTalking;WelcomingSentence;True;2021-12-07 10:00:44.443584
AvatarTalking;Avatar_Speech;True;2021-12-07 10:00:59.432448
AvatarTalking;Avatar_Speech;True;2021-12-07 10:00:59.534224
AvatarTalking;ImageValidation;True;2021-12-07 10:00:59.645153
AvatarTalking;ImageSelection;True;2021-12-07 10:00:59.646149
AvatarTalking;Avatar_Speech;True;2021-12-07 10:00:59.646149
AvatarTalking;Avatar_Speech;True;2021-12-07 10:01:10.508490
AvatarTalking;Avatar_Speech;True;2021-12-07 10:01:10.603530
AvatarTalking;Commenting Photos;True;2021-12-07 10:01:10.713235
AvatarTalking;Avatar_Speech;True;2021-12-07 10:01:15.783359
9
AvatarTalking;StartingSentence;Other-word;2021-12-07 10:01:39.210655
AvatarTalking;Avatar_Speech;True;2021-12-07 10:01:39.222677
AvatarTalking;StartingSentence;Other-word;2021-12-07 10:02:04.924770
AvatarTalking;Avatar_Speech;True;2021-12-07 10:02:04.932747
AvatarTalking;StartingSentence;Other-word;2021-12-07 10:02:12.813904
AvatarTalking;Avatar_Speech;True;2021-12-07 10:02:12.822045
AvatarTalking;StartingSentence;Other-word;2021-12-07 10:02:21.106603
AvatarTalking;Avatar_Speech;True;2021-12-07 10:02:21.113805
AvatarTalking;StartingSentence;Other-word;2021-12-07 10:02:37.699335
AvatarTalking;Avatar_Speech;True;2021-12-07 10:02:37.708313
AvatarTalking;Avatar_Speech;True;2021-12-07 10:02:46.867909
