Type;Cause;value;Timestamp
AvatarTalking;Avatar_Speech;True;2021-12-07 14:30:19.292657
AvatarTalking;Avatar_Speech;True;2021-12-07 14:30:19.352496
AvatarTalking;Avatar_Speech;True;2021-12-07 14:30:19.452536
AvatarTalking;WelcomingSentence;True;2021-12-07 14:30:19.553268
AvatarTalking;Avatar_Speech;True;2021-12-07 14:30:33.662023
AvatarTalking;Avatar_Speech;True;2021-12-07 14:30:33.754804
AvatarTalking;ImageValidation;True;2021-12-07 14:30:33.855536
AvatarTalking;ImageSelection;True;2021-12-07 14:30:33.856495
AvatarTalking;Avatar_Speech;True;2021-12-07 14:30:33.856495
AvatarTalking;Avatar_Speech;True;2021-12-07 14:30:43.833853
AvatarTalking;Avatar_Speech;True;2021-12-07 14:30:43.927602
AvatarTalking;Commenting Photos;True;2021-12-07 14:30:44.028336
AvatarTalking;StartingSentence;True;2021-12-07 14:30:49.064037
AvatarTalking;Avatar_Speech;True;2021-12-07 14:31:04.447415
AvatarTalking;Avatar_Speech;True;2021-12-07 14:31:04.942594
AvatarTalking;Dialog;Persons-q2;2021-12-07 14:31:19.523908
AvatarTalking;Avatar_Speech;True;2021-12-07 14:31:20.532158
AvatarTalking;Dialog;Persons-q3;2021-12-07 14:31:30.070722
AvatarTalking;Avatar_Speech;True;2021-12-07 14:31:30.076928
AvatarTalking;Dialog;Persons-q4;2021-12-07 14:31:40.624050
AvatarTalking;Avatar_Speech;True;2021-12-07 14:31:40.631030
AvatarTalking;Dialog;When-q1;2021-12-07 14:31:52.183252
AvatarTalking;Avatar_Speech;True;2021-12-07 14:31:52.191229
AvatarTalking;Dialog;When-q2;2021-12-07 14:32:03.243601
AvatarTalking;Avatar_Speech;True;2021-12-07 14:32:03.249586
AvatarTalking;Dialog;Where-q1n;2021-12-07 14:32:13.774479
AvatarTalking;Avatar_Speech;True;2021-12-07 14:32:13.780428
AvatarTalking;Dialog;Where-q2;2021-12-07 14:32:28.357447
AvatarTalking;Avatar_Speech;True;2021-12-07 14:32:28.362428
AvatarTalking;Dialog;Where-q3;2021-12-07 14:32:37.885115
AvatarTalking;Avatar_Speech;True;2021-12-07 14:32:37.892041
AvatarTalking;Avatar_Speech;True;2021-12-07 14:32:50.971039
AvatarTalking;Avatar_Speech;True;2021-12-07 14:33:04.548089
AvatarTalking;Avatar_Speech;True;2021-12-07 14:33:10.049622
AvatarTalking;Avatar_Speech;True;2021-12-07 14:33:11.045055
