Type;Cause;value;Timestamp
AvatarTalking;Avatar_Speech;True;2021-12-07 10:33:57.320770
AvatarTalking;Avatar_Speech;True;2021-12-07 10:33:57.358271
AvatarTalking;Avatar_Speech;True;2021-12-07 10:33:57.467173
AvatarTalking;WelcomingSentence;True;2021-12-07 10:33:57.572856
AvatarTalking;Avatar_Speech;True;2021-12-07 10:34:12.516037
AvatarTalking;Avatar_Speech;True;2021-12-07 10:34:12.620697
AvatarTalking;ImageValidation;True;2021-12-07 10:34:12.730902
AvatarTalking;ImageSelection;True;2021-12-07 10:34:12.731901
AvatarTalking;Avatar_Speech;True;2021-12-07 10:34:12.731901
AvatarTalking;Avatar_Speech;True;2021-12-07 10:34:23.571646
AvatarTalking;Avatar_Speech;True;2021-12-07 10:34:23.670355
AvatarTalking;Commenting Photos;True;2021-12-07 10:34:23.781180
AvatarTalking;StartingSentence;True;2021-12-07 10:34:28.842733
AvatarTalking;Avatar_Speech;True;2021-12-07 10:34:28.842733
AvatarTalking;Dialog;When;2021-12-07 10:34:48.459190
AvatarTalking;Avatar_Speech;True;2021-12-07 10:34:48.466670
AvatarTalking;Dialog;When-q2;2021-12-07 10:35:02.180719
AvatarTalking;Avatar_Speech;True;2021-12-07 10:35:02.190690
AvatarTalking;Dialog;Where-q1n;2021-12-07 10:35:10.238037
AvatarTalking;Avatar_Speech;True;2021-12-07 10:35:10.238937
