Type;Cause;value;Timestamp
AvatarTalking;Avatar_Speech;True;2021-12-07 10:19:44.996953
AvatarTalking;Avatar_Speech;True;2021-12-07 10:19:45.070106
AvatarTalking;Avatar_Speech;True;2021-12-07 10:19:45.180093
AvatarTalking;WelcomingSentence;True;2021-12-07 10:19:45.293090
AvatarTalking;Avatar_Speech;True;2021-12-07 10:20:01.509774
AvatarTalking;Avatar_Speech;True;2021-12-07 10:20:01.608445
AvatarTalking;ImageValidation;True;2021-12-07 10:20:01.719071
AvatarTalking;ImageSelection;True;2021-12-07 10:20:01.719071
AvatarTalking;Avatar_Speech;True;2021-12-07 10:20:01.719071
AvatarTalking;Avatar_Speech;True;2021-12-07 10:20:12.059917
AvatarTalking;Avatar_Speech;True;2021-12-07 10:20:12.160199
AvatarTalking;Commenting Photos;True;2021-12-07 10:20:12.271678
AvatarTalking;StartingSentence;True;2021-12-07 10:20:17.332800
AvatarTalking;Avatar_Speech;True;2021-12-07 10:20:17.332800
AvatarTalking;StartingSentence;Other-word;2021-12-07 10:20:32.179380
AvatarTalking;Avatar_Speech;True;2021-12-07 10:20:32.204675
AvatarTalking;StartingSentence;Other-word;2021-12-07 10:20:41.464696
AvatarTalking;Avatar_Speech;True;2021-12-07 10:20:41.473099
AvatarTalking;Avatar_Speech;True;2021-12-07 10:20:51.782570
