Type;Cause;value;Timestamp
AvatarTalking;Avatar_Speech;True;2021-12-07 10:28:12.439162
AvatarTalking;Avatar_Speech;True;2021-12-07 10:28:12.514661
AvatarTalking;Avatar_Speech;True;2021-12-07 10:28:12.624366
AvatarTalking;WelcomingSentence;True;2021-12-07 10:28:12.738065
AvatarTalking;Avatar_Speech;True;2021-12-07 10:28:27.707064
AvatarTalking;Avatar_Speech;True;2021-12-07 10:28:27.813421
AvatarTalking;ImageValidation;True;2021-12-07 10:28:27.923719
AvatarTalking;ImageSelection;True;2021-12-07 10:28:27.924718
AvatarTalking;Avatar_Speech;True;2021-12-07 10:28:27.924851
AvatarTalking;Avatar_Speech;True;2021-12-07 10:28:38.731067
AvatarTalking;Avatar_Speech;True;2021-12-07 10:28:38.836767
AvatarTalking;Commenting Photos;True;2021-12-07 10:28:38.947875
AvatarTalking;StartingSentence;True;2021-12-07 10:28:43.998216
AvatarTalking;Avatar_Speech;True;2021-12-07 10:28:43.998216
AvatarTalking;StartingSentence;Other-word;2021-12-07 10:29:12.269368
AvatarTalking;Avatar_Speech;True;2021-12-07 10:29:12.277344
AvatarTalking;StartingSentence;Other-word;2021-12-07 10:29:24.145434
AvatarTalking;Avatar_Speech;True;2021-12-07 10:29:24.154434
AvatarTalking;StartingSentence;Other-word;2021-12-07 10:29:32.783288
AvatarTalking;Avatar_Speech;True;2021-12-07 10:29:32.791265
