Sound_Tag;Objects_Recognized;Timestamp
None;{'fork': 0, 'bus': 0, 'stop sign': 0, 'spoon': 0, 'cup': 0, 'car': 0, 'traffic light': 0, 'dog': 1, 'cat': 0, 'person': 2, 'book': 0, 'wine glass': 0, 'bird': 0, 'knife': 0};2022-03-08 16:17:22.861000
False;None;2022-03-08 16:17:41.815000
